stock_id,price,size,order_count,price_squared_log_returns
66,0.0743643194437027,11.917400348128808,0.23699303742384684,inf
67,0.15613321959972382,37.55883028720627,0.5370073977371628,inf
68,0.11392668634653091,21.380854221061792,0.31393472584856397,inf
69,0.6034961342811584,244.93224804177547,3.451563098346388,inf
70,0.11621613800525665,28.482578328981724,0.40202741514360313,inf
72,0.08984052389860153,15.76510182767624,0.2791710182767624,inf
73,0.136458158493042,19.2530226283725,0.5154247171453438,inf
74,0.12013135105371475,45.452113577023496,0.5042819843342037,inf
75,0.05412989482283592,6.411929137285627,0.2145507965526247,inf
76,0.16746534407138824,26.84134377719756,0.5133311575282855,inf
77,0.18025057017803192,173.13663446475195,0.7902432550043517,inf
78,0.08932370692491531,14.894167536988686,0.3212223672758921,inf
80,0.21773497760295868,96.37355715532286,1.1191483420593369,inf
81,0.1800428330898285,83.57971583986075,0.9020926892950392,inf
82,0.09041998535394669,18.177775021758052,0.3146035683202785,inf
83,0.06948135793209076,10.749799390774587,0.21909965187119235,inf
84,0.2686643600463867,60.78137423846823,1.0741614447345518,inf
85,0.14086243510246277,51.40953046127067,0.570697998259356,inf
86,0.17518463730812073,79.3474682332463,0.7963294168842472,inf
87,0.10824835300445557,17.578472149695386,0.36695343777197564,inf
88,0.044120341539382935,3.8590365535248043,0.13930330722367276,inf
89,0.10260727256536484,47.5940226283725,0.42422584856396867,inf
90,0.06375008821487427,8.333688424717145,0.23828328981723237,inf
93,0.20022983849048615,37.5352362924282,0.6625818102697998,inf
94,0.10238077491521835,19.3933590078329,0.351760226283725,inf
95,0.18475666642189026,36.398421671018276,0.631094865100087,inf
96,0.19184358417987823,35.74299956483899,0.868476501305483,inf
97,0.07304231077432632,11.261050478677111,0.2771875543951262,inf
98,0.04836500436067581,5.1565926892950396,0.18183159268929505,inf
99,0.21693266928195953,83.36905526544821,0.9232053959965187,inf
100,0.12795647978782654,28.087110646818143,0.4680399582136328,inf
101,0.1432819366455078,26.41692819843342,0.47058181026979984,inf
102,0.07916198670864105,9.264985639686683,0.2691945169712794,inf
103,0.03668093681335449,2.8211148825065275,0.10587597911227153,inf
104,0.09573540091514587,14.965098346388164,0.31261705831157527,inf
105,0.11821024864912033,34.64221932114882,0.427674499564839,inf
107,0.09548284113407135,16.917322454308096,0.2906623150565709,inf
108,0.17064353823661804,144.82007006092255,0.8987262837249782,inf
109,0.1124090775847435,14.03476588337685,0.29294386422976504,inf
110,0.06095551326870918,8.385964316797216,0.17157615317667538,inf
111,0.3010590672492981,203.74188903394256,1.7285134899912968,inf
112,0.04599499702453613,3.523657093124456,0.14629808529155788,inf
113,0.1274622529745102,10.504027415143604,0.5681610095735422,inf
114,0.0928662046790123,11.862768059181898,0.2672832898172324,inf
115,0.09373845160007477,18.501323759791124,0.3006840731070496,inf
116,0.06456185132265091,7.592047867711053,0.2119342906875544,inf
118,0.07762084156274796,11.098241514360314,0.2802484769364665,inf
119,0.25692981481552124,101.66480852915579,0.9750926892950391,inf
120,0.21538613736629486,57.470259791122714,0.7961296779808529,inf
122,0.11384999752044678,17.753574847693645,0.3392302001740644,inf
123,0.2556235194206238,72.32103698868582,0.9781797214969539,inf
124,0.49951034784317017,343.18536901653613,2.84170409051349,inf
125,0.15705662965774536,53.943475630983464,0.5883616187989557,inf
126,0.07060807943344116,8.849241514360314,0.23809660574412533,inf
